timestamp,ip,eventType,status
2024-01-15 15:49:48,45.33.32.156,MALWARE_DETECTED,QUARANTINED
2024-01-15 15:50:01,10.0.0.55,FAILED_LOGIN,FAILURE
2024-01-15 15:50:02,172.16.0.10,UNAUTHORIZED_ACCESS,BLOCKED
2024-01-15 15:50:47,192.168.1.20,UNAUTHORIZED_ACCESS,BLOCKED
2024-01-15 15:54:21,10.0.0.15,BRUTE_FORCE,DETECTED
2024-01-15 15:55:15,45.33.32.156,MALWARE_DETECTED,QUARANTINED
2024-01-15 15:59:10,172.16.0.99,FAILED_LOGIN,FAILURE
2024-01-15 16:02:26,172.16.0.99,FAILED_LOGIN,FAILURE
2024-01-15 16:03:43,10.0.0.25,FAILED_LOGIN,FAILURE
2024-01-15 16:08:26,172.16.0.10,BRUTE_FORCE,DETECTED
2024-01-15 16:10:08,10.0.0.5,FAILED_LOGIN,FAILURE
2024-01-15 16:14:35,192.168.1.10,SUSPICIOUS_SCAN,WARNING
2024-01-15 16:17:16,10.0.0.25,SUSPICIOUS_SCAN,WARNING
2024-01-15 16:20:37,192.168.1.10,FAILED_LOGIN,FAILURE
2024-01-15 16:20:50,10.0.0.25,SUSPICIOUS_SCAN,WARNING
2024-01-15 16:24:18,172.16.0.10,MALWARE_DETECTED,QUARANTINED
2024-01-15 16:27:59,172.16.0.5,BRUTE_FORCE,DETECTED
2024-01-15 16:31:32,71.15.43.13,UNAUTHORIZED_ACCESS,BLOCKED
2024-01-15 16:32:39,172.16.0.5,SUSPICIOUS_SCAN,WARNING
2024-01-15 16:35:26,192.168.1.20,BRUTE_FORCE,DETECTED
2024-01-15 16:39:01,10.0.0.5,SUSPICIOUS_SCAN,WARNING
2024-01-15 16:41:45,192.168.1.30,UNAUTHORIZED_ACCESS,BLOCKED
2024-01-15 16:41:54,192.168.1.10,NORMAL,SUCCESS
2024-01-15 16:42:10,10.0.0.5,MALWARE_DETECTED,QUARANTINED
2024-01-15 16:43:09,172.16.0.5,FAILED_LOGIN,FAILURE
2024-01-15 16:43:24,10.0.0.15,UNAUTHORIZED_ACCESS,BLOCKED
2024-01-15 16:48:10,10.0.0.15,SUSPICIOUS_SCAN,WARNING
2024-01-15 16:49:30,10.0.0.5,NORMAL,SUCCESS
2024-01-15 16:53:38,192.168.1.20,MALWARE_DETECTED,QUARANTINED
2024-01-15 16:53:47,10.0.0.5,FAILED_LOGIN,FAILURE
2024-01-15 16:53:52,192.168.1.10,BRUTE_FORCE,DETECTED
2024-01-15 16:54:35,192.168.1.10,BRUTE_FORCE,DETECTED
2024-01-15 16:55:18,203.0.113.42,BRUTE_FORCE,DETECTED
2024-01-15 16:56:15,203.0.113.42,UNAUTHORIZED_ACCESS,BLOCKED
2024-01-15 16:58:07,192.168.1.10,FAILED_LOGIN,FAILURE
2024-01-15 17:00:35,203.0.113.42,BRUTE_FORCE,DETECTED
2024-01-15 17:02:53,172.16.0.10,MALWARE_DETECTED,QUARANTINED
2024-01-15 17:06:44,172.16.0.5,MALWARE_DETECTED,QUARANTINED
2024-01-15 17:09:40,130.6.12.127,SUSPICIOUS_SCAN,WARNING
2024-01-15 17:10:43,10.0.0.25,SUSPICIOUS_SCAN,WARNING
2024-01-15 17:13:00,10.0.0.25,UNAUTHORIZED_ACCESS,BLOCKED
2024-01-15 17:16:21,172.16.0.10,BRUTE_FORCE,DETECTED
2024-01-15 17:20:16,10.0.0.15,FAILED_LOGIN,FAILURE
2024-01-15 17:20:23,192.168.1.10,MALWARE_DETECTED,QUARANTINED
2024-01-15 17:23:17,10.0.0.55,SUSPICIOUS_SCAN,WARNING
2024-01-15 17:23:29,192.168.1.10,SUSPICIOUS_SCAN,WARNING
2024-01-15 17:24:01,10.0.0.15,NORMAL,SUCCESS
2024-01-15 17:26:02,45.33.32.156,UNAUTHORIZED_ACCESS,BLOCKED
2024-01-15 17:28:04,192.168.1.30,SUSPICIOUS_SCAN,WARNING
2024-01-15 17:30:09,203.0.113.42,BRUTE_FORCE,DETECTED
2024-01-15 17:30:43,10.0.0.15,FAILED_LOGIN,FAILURE
2024-01-15 17:33:32,10.0.0.15,NORMAL,SUCCESS
2024-01-15 17:34:47,172.16.0.10,NORMAL,SUCCESS
2024-01-15 17:35:10,10.0.0.5,NORMAL,SUCCESS
2024-01-15 17:36:45,192.168.1.101,FAILED_LOGIN,FAILURE
2024-01-15 17:37:50,192.168.1.10,SUSPICIOUS_SCAN,WARNING
2024-01-15 17:42:26,184.210.211.195,MALWARE_DETECTED,QUARANTINED
2024-01-15 17:47:08,45.33.32.156,MALWARE_DETECTED,QUARANTINED
2024-01-15 17:50:55,192.168.1.20,BRUTE_FORCE,DETECTED
2024-01-15 17:51:02,172.16.0.99,BRUTE_FORCE,DETECTED
2024-01-15 17:54:10,80.117.35.233,MALWARE_DETECTED,QUARANTINED
2024-01-15 17:56:38,45.33.32.156,BRUTE_FORCE,DETECTED
2024-01-15 17:57:20,192.168.1.20,UNAUTHORIZED_ACCESS,BLOCKED
2024-01-15 18:01:58,45.199.123.225,SUSPICIOUS_SCAN,WARNING
2024-01-15 18:03:32,10.0.0.25,UNAUTHORIZED_ACCESS,BLOCKED
2024-01-15 18:07:31,192.168.1.20,SUSPICIOUS_SCAN,WARNING
2024-01-15 18:11:25,10.0.0.5,NORMAL,SUCCESS
2024-01-15 18:16:00,10.0.0.25,NORMAL,SUCCESS
2024-01-15 18:20:56,10.0.0.25,FAILED_LOGIN,FAILURE
2024-01-15 18:24:47,192.168.1.30,MALWARE_DETECTED,QUARANTINED
2024-01-15 18:28:36,172.16.0.10,FAILED_LOGIN,FAILURE
2024-01-15 18:31:35,66.105.232.153,NORMAL,SUCCESS
2024-01-15 18:32:29,10.0.0.5,FAILED_LOGIN,FAILURE
2024-01-15 18:32:36,192.168.1.101,SUSPICIOUS_SCAN,WARNING
2024-01-15 18:34:59,10.0.0.55,MALWARE_DETECTED,QUARANTINED
2024-01-15 18:36:41,172.16.0.5,UNAUTHORIZED_ACCESS,BLOCKED
2024-01-15 18:41:01,10.0.0.55,MALWARE_DETECTED,QUARANTINED
2024-01-15 18:44:16,172.16.0.99,BRUTE_FORCE,DETECTED
2024-01-15 18:46:15,10.0.0.5,NORMAL,SUCCESS
2024-01-15 18:47:21,10.0.0.15,MALWARE_DETECTED,QUARANTINED
2024-01-15 18:50:32,172.16.0.99,MALWARE_DETECTED,QUARANTINED
2024-01-15 18:51:54,45.33.32.156,FAILED_LOGIN,FAILURE
2024-01-15 18:52:26,172.16.0.5,UNAUTHORIZED_ACCESS,BLOCKED
2024-01-15 18:55:02,192.168.1.20,SUSPICIOUS_SCAN,WARNING
2024-01-15 18:59:15,192.168.1.20,BRUTE_FORCE,DETECTED
2024-01-15 19:00:35,203.0.113.42,FAILED_LOGIN,FAILURE
2024-01-15 19:03:06,172.16.0.10,FAILED_LOGIN,FAILURE
2024-01-15 19:06:06,32.38.185.26,NORMAL,SUCCESS
2024-01-15 19:10:17,192.168.1.20,SUSPICIOUS_SCAN,WARNING
2024-01-15 19:10:22,192.168.1.10,NORMAL,SUCCESS
2024-01-15 19:12:41,10.0.0.15,MALWARE_DETECTED,QUARANTINED
2024-01-15 19:15:15,172.16.0.5,NORMAL,SUCCESS
2024-01-15 19:17:12,172.16.0.99,FAILED_LOGIN,FAILURE
2024-01-15 19:18:34,192.168.1.30,BRUTE_FORCE,DETECTED
2024-01-15 19:23:07,192.168.1.10,NORMAL,SUCCESS
2024-01-15 19:27:26,10.0.0.25,FAILED_LOGIN,FAILURE
2024-01-15 19:29:37,192.168.1.30,BRUTE_FORCE,DETECTED
2024-01-15 19:33:30,222.213.167.81,SUSPICIOUS_SCAN,WARNING
2024-01-15 19:34:11,203.0.113.42,UNAUTHORIZED_ACCESS,BLOCKED
2024-01-15 19:34:22,192.168.1.30,MALWARE_DETECTED,QUARANTINED
2024-01-15 19:36:07,172.16.0.99,FAILED_LOGIN,FAILURE
2024-01-15 19:36:11,94.88.178.221,FAILED_LOGIN,FAILURE
2024-01-15 19:38:18,192.168.1.30,FAILED_LOGIN,FAILURE
2024-01-15 19:39:24,45.33.32.156,FAILED_LOGIN,FAILURE
2024-01-15 19:42:59,192.168.1.101,MALWARE_DETECTED,QUARANTINED
2024-01-15 19:43:54,192.168.1.20,NORMAL,SUCCESS
2024-01-15 19:45:53,172.16.0.10,SUSPICIOUS_SCAN,WARNING
2024-01-15 19:49:53,203.0.113.42,MALWARE_DETECTED,QUARANTINED
2024-01-15 19:51:26,10.0.0.25,FAILED_LOGIN,FAILURE
2024-01-15 19:53:45,172.16.0.5,SUSPICIOUS_SCAN,WARNING
2024-01-15 19:54:21,10.0.0.15,NORMAL,SUCCESS
2024-01-15 19:57:32,10.0.0.55,FAILED_LOGIN,FAILURE
2024-01-15 20:02:22,192.168.1.20,UNAUTHORIZED_ACCESS,BLOCKED
2024-01-15 20:05:53,45.33.32.156,FAILED_LOGIN,FAILURE
2024-01-15 20:10:43,172.16.0.10,SUSPICIOUS_SCAN,WARNING
2024-01-15 20:14:00,10.0.0.25,UNAUTHORIZED_ACCESS,BLOCKED
2024-01-15 20:17:20,172.16.0.99,BRUTE_FORCE,DETECTED
2024-01-15 20:17:34,10.0.0.5,BRUTE_FORCE,DETECTED
2024-01-15 20:21:35,172.16.0.10,NORMAL,SUCCESS
2024-01-15 20:23:43,172.16.0.5,NORMAL,SUCCESS
2024-01-15 20:25:01,45.33.32.156,MALWARE_DETECTED,QUARANTINED
2024-01-15 20:29:35,192.168.1.20,SUSPICIOUS_SCAN,WARNING
2024-01-15 20:33:22,172.16.0.99,MALWARE_DETECTED,QUARANTINED
2024-01-15 20:34:18,192.168.1.10,FAILED_LOGIN,FAILURE
2024-01-15 20:39:02,192.168.1.10,UNAUTHORIZED_ACCESS,BLOCKED
2024-01-15 20:40:28,22.3.121.247,SUSPICIOUS_SCAN,WARNING
2024-01-15 20:42:58,172.16.0.99,BRUTE_FORCE,DETECTED
2024-01-15 20:45:37,45.33.32.156,SUSPICIOUS_SCAN,WARNING
2024-01-15 20:47:17,10.0.0.5,NORMAL,SUCCESS
2024-01-15 20:47:31,192.168.1.20,UNAUTHORIZED_ACCESS,BLOCKED
2024-01-15 20:51:23,10.0.0.5,SUSPICIOUS_SCAN,WARNING
2024-01-15 20:55:08,45.33.32.156,BRUTE_FORCE,DETECTED
2024-01-15 20:58:27,192.168.1.101,UNAUTHORIZED_ACCESS,BLOCKED
2024-01-15 20:58:51,10.0.0.25,FAILED_LOGIN,FAILURE
2024-01-15 21:02:44,172.16.0.10,UNAUTHORIZED_ACCESS,BLOCKED
2024-01-15 21:03:19,197.230.146.128,UNAUTHORIZED_ACCESS,BLOCKED
2024-01-15 21:06:30,10.0.0.5,BRUTE_FORCE,DETECTED
2024-01-15 21:09:50,45.33.32.156,FAILED_LOGIN,FAILURE
2024-01-15 21:12:08,10.0.0.55,BRUTE_FORCE,DETECTED
2024-01-15 21:22:09,45.33.32.156,FAILED_LOGIN,FAILURE
2024-01-15 21:22:13,45.33.32.156,FAILED_LOGIN,FAILURE
2024-01-15 21:22:16,45.33.32.156,FAILED_LOGIN,FAILURE
2024-01-15 21:22:19,45.33.32.156,FAILED_LOGIN,FAILURE
2024-01-15 21:22:23,45.33.32.156,FAILED_LOGIN,FAILURE
2024-01-15 21:22:25,45.33.32.156,FAILED_LOGIN,FAILURE
2024-01-15 21:22:29,45.33.32.156,FAILED_LOGIN,FAILURE
2024-01-15 21:22:32,45.33.32.156,FAILED_LOGIN,FAILURE
2024-01-15 21:22:36,45.33.32.156,FAILED_LOGIN,FAILURE
2024-01-15 21:22:37,45.33.32.156,FAILED_LOGIN,FAILURE
2024-01-15 21:22:41,45.33.32.156,FAILED_LOGIN,FAILURE
2024-01-15 21:22:44,45.33.32.156,FAILED_LOGIN,FAILURE
2024-01-15 21:22:49,45.33.32.156,FAILED_LOGIN,FAILURE
2024-01-15 21:22:54,45.33.32.156,FAILED_LOGIN,FAILURE
2024-01-15 21:22:59,45.33.32.156,FAILED_LOGIN,FAILURE
2024-01-15 21:23:01,45.33.32.156,BRUTE_FORCE,DETECTED
2024-01-15 21:23:02,45.33.32.156,UNAUTHORIZED_ACCESS,BLOCKED
2024-01-15 21:23:05,45.33.32.156,MALWARE_DETECTED,QUARANTINED
